,title_id,title,region,language,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,profit_margin,movie_locations,location_coords,genre1,genre2,genre3
40968,tt5804038,Remember This House,US,,7.8,13948,I Am Not Your Negro,I Am Not Your Negro,2016,93.0,Documentary,"Feb 3, 2017","$1,000,000","$7,123,919","$9,617,402",9.617402,[],[],Documentary,,
25633,tt1282140,Easy A,US,,7.1,330125,Easy A,Easy A,2010,92.0,"Comedy,Drama,Romance","Sep 17, 2010","$8,000,000","$58,401,464","$76,200,721",9.525090125,"['Ojai, California, USA', '300 Longhorn Lane, Ojai, California, USA', 'Shelf Road, Ojai, California, USA', 'California, USA', 'Nordhoff High School - 1401 Maricopa Hwy, Ojai, California, USA', 'Libbey Park, Ojai, California, USA', 'Ojai Presbyterian Church - 304 Foothill Rd, Ojai, California, USA', ""Carrow's Restaurant - 211 West Ojai Avenue, Ojai, California, USA"", 'Ojai Coffee Roasting Co - 337 E Ojai Ave, Ojai, California, USA', '574 W Villanova Rd, Ojai, California, USA', 'USA', 'Ojai Playhouse - 145 E Ojai Ave, Ojai, California, USA', ""Bart's Books - 302 West Matilija Street, Ojai, California, USA""]","[{'lat': 34.4480495, 'lng': -119.242889}, {'lat': 34.4406182, 'lng': -119.2461981}, {'lat': 34.464602, 'lng': -119.2370228}, {'lat': 36.778261, 'lng': -119.4179324}, {'lat': 34.4420379, 'lng': -119.2659043}, {'lat': 34.4464519, 'lng': -119.2454151}, {'lat': 34.44953, 'lng': -119.253175}, {'lat': 34.4471743, 'lng': -119.2488831}, {'lat': 34.447662, 'lng': -119.243769}, {'lat': 34.4262781, 'lng': -119.2846231}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 34.4476459, 'lng': -119.2461239}, {'lat': 34.4486398, 'lng': -119.2498702}]",Comedy,Drama,Romance
3280,tt1621045,Think Like a Man,US,,6.6,41043,Think Like a Man,Think Like a Man,2012,122.0,"Comedy,Romance","Apr 20, 2012","$12,000,000","$91,547,205","$113,373,764",9.447813666666667,"['Barnes & Noble - 10850 W Pico Blvd, Los Angeles, California, USA', 'Akasha Restaurant - 9543 Culver Blvd, Culver City, California, USA', 'Rush Street - 9546 Culver Blvd, Culver City, California, USA', 'Culver City High School - 4401 Elenda Street, Culver City, California, USA', 'Kirk Douglas Theatre - 9820 W Washington Blvd, Culver City, California, USA', 'S Grand Ave & W Olympic Blvd, Los Angeles, California, USA', 'Santa Monica Pier, Santa Monica, California, USA', 'Los Angeles, California, USA', 'Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA']","[{'lat': 37.0464855, 'lng': -95.64769509999999}, {'lat': 34.0229833, 'lng': -118.3955417}, {'lat': 34.0230817, 'lng': -118.3948204}, {'lat': 34.0068446, 'lng': -118.4013141}, {'lat': 34.0216065, 'lng': -118.3969711}, {'lat': 34.0543907, 'lng': -118.2499473}, {'lat': 34.0099215, 'lng': -118.4960063}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.017707, 'lng': -118.4014313}]",Comedy,Romance,
16728,tt2179136,American Sniper,US,,7.3,401915,American Sniper,American Sniper,2014,133.0,"Action,Biography,Drama","Dec 25, 2014","$58,000,000","$350,126,372","$547,326,372",9.436661586206897,"['Northridge, Los Angeles, California, USA', ""O'Malleys Pub , Seal Beach, California, USA"", 'El Centro, California, USA', 'Salé, Morroco', 'Marina del Rey, California, USA', 'San Bernardino International Airport - 294 S. Leland Norton Way, San Bernardino, California, USA', 'Blue Cloud Movie Ranch - 20000 Blue Cloud Road, Santa Clarita, California, USA', 'Los Angeles, California, USA', 'Oceanside, California, USA', 'Seal Beach Pier, Main Street, Seal Beach, California, USA', 'Davis Bros Tire Pros - Culver City, California, USA', 'Santa Clarita, California, USA', 'Westchester Parkway, Los Angeles, California, USA', 'Daniel Freeman Regional Medical Center - 333 North Prairie Avenue, Inglewood, California, USA', 'Los Angeles National Cemetery - 950 S Sepulveda Blvd., Los Angeles, California, USA', 'Highland Park, Los Angeles, California, USA']","[{'lat': 34.2381251, 'lng': -118.530123}, {'lat': 33.7409861, 'lng': -118.1047766}, {'lat': 32.792, 'lng': -115.5630514}, {'lat': 34.0336969, 'lng': -6.770813800000001}, {'lat': 33.9802893, 'lng': -118.4517449}, {'lat': 34.1008124, 'lng': -117.2468314}, {'lat': 34.4699689, 'lng': -118.4848877}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 33.1958696, 'lng': -117.3794834}, {'lat': 33.7398685, 'lng': -118.1059304}, {'lat': 34.0325191, 'lng': -118.3750657}, {'lat': 34.3916641, 'lng': -118.542586}, {'lat': 33.9537469, 'lng': -118.4126206}, {'lat': 33.9657419, 'lng': -118.3442772}, {'lat': 34.061907, 'lng': -118.454024}, {'lat': 34.1154946, 'lng': -118.1843898}]",Action,Biography,Drama
43463,tt3863552,Brother Bajrangi,US,,8.0,63747,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015,163.0,"Action,Comedy,Drama","Jul 17, 2015","$13,000,000","$8,178,001","$121,778,347",9.367565153846154,[],[],Action,Comedy,Drama
41780,tt4846340,Hidden Figures,US,,7.8,171131,Hidden Figures,Hidden Figures,2016,127.0,"Biography,Drama,History","Dec 25, 2016","$25,000,000","$169,607,287","$231,771,716",9.27086864,"['East Point, Georgia, USA', 'Morehouse College, Atlanta Georgia, USA', 'Canton, Georgia, USA', 'Monroe, Georgia, USA', 'Atlanta, Georgia, USA', 'Columbus, Georgia, USA', 'Madison, Georgia, USA', 'Norcross, Georgia, USA', 'Emory University - 201 Dowman Drive, Atlanta, Georgia, USA', 'Marietta, Georgia, USA']","[{'lat': 33.6795531, 'lng': -84.43937240000001}, {'lat': 33.7473412, 'lng': -84.415528}, {'lat': 34.2367621, 'lng': -84.4907621}, {'lat': 33.7948364, 'lng': -83.713229}, {'lat': 33.7489954, 'lng': -84.3879824}, {'lat': 32.4609764, 'lng': -84.9877094}, {'lat': 33.5956813, 'lng': -83.467944}, {'lat': 33.9412127, 'lng': -84.2135309}, {'lat': 33.7894903, 'lng': -84.3267716}, {'lat': 33.95260200000001, 'lng': -84.5499327}]",Biography,Drama,History
3456,tt1667889,Ice Age 4,US,,6.6,175601,Ice Age: Continental Drift,Ice Age: Continental Drift,2012,88.0,"Adventure,Animation,Comedy","Jul 13, 2012","$95,000,000","$161,321,843","$879,765,137",9.26068565263158,"['Chicago Illinois, USA']","[{'lat': 41.8781136, 'lng': -87.6297982}]",Adventure,Animation,Comedy
9758,tt2516968,Step Up,US,,7.7,59,Step Up,Step Up,2012,55.0,"Biography,Documentary,Drama","Aug 11, 2006","$12,000,000","$65,328,121","$110,989,157",9.249096416666667,[],[],Biography,Documentary,Drama
41839,tt4034228,Manchester by the Sea,US,,7.8,214557,Manchester by the Sea,Manchester by the Sea,2016,137.0,Drama,"Nov 18, 2016","$8,500,000","$47,695,371","$77,733,867",9.145160823529412,"['Manchester-by-the-Sea, Massachusetts, USA', 'Beverly, Massachusetts, USA', 'Lynn, Massachusetts, USA', 'Manchester Essex Regional Middle High School, Manchester, Massachusetts, USA', 'Bakers Island Light Station, Manchester-by-the-Sea, Massachusetts, USA', 'Beverly Hospital, Beverly, Massachusetts, USA', 'Talbot Rink, Gloucester, Massachusetts, USA', 'Essex, Massachusetts, USA', 'Rosedale Cemetery, School Street, Manchester-by-the-Sea, Massachusetts, USA', 'Salem, Massachusetts, USA', 'Rockport, Massachusetts, USA', ""Fibber McGee's Bar and Grill, 102 Talbot Street, Beverly, Massachusetts, USA"", ""Pratty's Bar, 10 Parker Street, Gloucester, Massachusetts, USA"", 'Cupoli Michael III Law Office Of Lawyer, 48 Central Street, Manchester-by-the-Sea, Massachusetts, USA', 'Grondin Funeral Home, 376 Cabot Street, Beverly, Massachusetts, USA', 'Route 128, Beverly, Massachusetts, USA', 'Beacon Marine Basin, Gloucester, Massachusets, USA', 'Gloucester, Massachusetts, USA', 'Quincy, Massachusetts, USA', 'Cape Ann, Massachusetts, USA', ""Rose's Marine, 375 Main St, Gloucester, Massachusetts, USA"", 'Herrick Ct, Gloucester, Massachusetts, USA']","[{'lat': 42.577834, 'lng': -70.7675967}, {'lat': 42.5584283, 'lng': -70.880049}, {'lat': 42.46676300000001, 'lng': -70.9494938}, {'lat': 42.582067, 'lng': -70.76624699999999}, {'lat': 42.5364725, 'lng': -70.7859975}, {'lat': 42.5644962, 'lng': -70.8758405}, {'lat': 42.6289511, 'lng': -70.67290670000001}, {'lat': 42.63195820000001, 'lng': -70.7829315}, {'lat': 42.5826377, 'lng': -70.7698688}, {'lat': 42.51954, 'lng': -70.8967155}, {'lat': 42.6556505, 'lng': -70.620363}, {'lat': 42.545454, 'lng': -70.88063799999999}, {'lat': 42.6163342, 'lng': -70.6497018}, {'lat': 42.5745051, 'lng': -70.7704167}, {'lat': 42.5572477, 'lng': -70.8791767}, {'lat': 42.5750263, 'lng': -70.8776663}, {'lat': 42.6078113, 'lng': -70.6516158}, {'lat': 42.6159285, 'lng': -70.6619888}, {'lat': 42.2528772, 'lng': -71.0022705}, {'lat': 42.648611, 'lng': -70.5930556}, {'lat': 42.6162771, 'lng': -70.65334659999999}, {'lat': 42.616862, 'lng': -70.65499249999999}]",Drama,,
41198,tt4727712,Book Club,US,,6.6,9,Book Club,Book Club,2015,72.0,Documentary,"May 18, 2018","$10,000,000","$68,566,296","$91,113,683",9.1113683,[],[],Documentary,,
34366,tt0842926,The Kids Are All Right,US,,7.0,120656,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance","Jul 9, 2010","$4,000,000","$20,811,365","$36,275,469",9.06886725,"['Los Angeles, California, USA', 'Occidental College - 1600 Campus Road, Eagle Rock, Los Angeles, California, USA']","[{'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.1273187, 'lng': -118.2101144}]",Comedy,Drama,Romance
20489,tt2024544,Twelve Years a Slave,US,,8.1,577301,12 Years a Slave,12 Years a Slave,2013,134.0,"Biography,Drama,History","Oct 18, 2013","$20,000,000","$56,671,993","$181,025,343",9.05126715,"[""Madame John's Legacy, the French Quarter, New Orleans, Louisiana, USA"", 'Felicity Plantation, Vacherie, Louisiana, USA', 'Magnolia Plantation - Highway 311, Schriever, Louisiana, USA', 'St. Joseph Plantation, Louisiana, USA', 'Audubon Park, New Orleans, Louisiana, USA', 'New Orleans, Louisiana, USA', 'Bocage Plantation, Darrow, Louisiana, USA', 'Urbania, Lower Garden District, New Orleans, Louisiana, USA', 'Columns Hotel - 3811 St Charles Avenue, New Orleans, Louisiana, USA', 'Destrehan, Louisiana, USA', 'Magnolia Lane Plantation - 2141 River Rd, Bridge City, Louisiana, USA', 'Louisiana, USA', 'USA']","[{'lat': 29.960484, 'lng': -90.063653}, {'lat': 30.0059865, 'lng': -90.77226019999999}, {'lat': 29.7144803, 'lng': -90.81615590000001}, {'lat': 30.0059865, 'lng': -90.77226019999999}, {'lat': 29.93412829999999, 'lng': -90.12390769999999}, {'lat': 29.95106579999999, 'lng': -90.0715323}, {'lat': 30.140658, 'lng': -90.935071}, {'lat': 29.9348549, 'lng': -90.06965860000001}, {'lat': 29.9272176, 'lng': -90.096144}, {'lat': 29.9429828, 'lng': -90.3517469}, {'lat': 29.9498563, 'lng': -90.1533281}, {'lat': 30.9842977, 'lng': -91.96233269999999}, {'lat': 37.09024, 'lng': -95.712891}]",Biography,Drama,History
25774,tt1478338,Bridesmaids,US,,6.8,249501,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance","May 13, 2011","$32,500,000","$169,211,718","$289,632,023",8.911754553846153,"['2501 South Kinnickinnic Avenue, Milwaukee, Wisconsin, USA', 'Oxnard, California, USA', 'Milwaukee, Wisconsin, USA', '1009 W Mitchell St, Milwaukee, Wisconsin, USA', '3218 West Cameron Avenue, Milwaukee, Wisconsin, USA', 'West Gonzales Road, Oxnard, California, USA', '300 San Juan Avenue, Venice, California, USA', 'Air Hollywood - 13240 Weidner Street, Pacoima, Los Angeles, California, USA', 'Sherwood Country Club - 320 West Stafford Road, Thousand Oaks, California, USA', 'Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA', '14627 Crenshaw Blvd, Gardena, California, USA', 'Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA', 'Orange, California, USA', '3722 Sapphire Drive, Encino, California, USA', '14032 Oxnard Street, Van Nuys, California, USA', 'Redwood Bar & Grill - 316 West 2nd St., Los Angeles, California, USA', '380 South San Rafael Avenue, Pasadena, California, USA', '23418 8th Street, Santa Clarita, California, USA', '23425 8th Street, Santa Clarita, California, USA', 'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA', 'Santa Clarita, California, USA', 'Chicago, Illinois, USA', '24347 Main Street, Santa Clarita, California, USA', 'Los Angeles, California, USA']","[{'lat': 42.9991954, 'lng': -87.9013935}, {'lat': 34.1975048, 'lng': -119.1770516}, {'lat': 43.0389025, 'lng': -87.9064736}, {'lat': 43.0121066, 'lng': -87.924495}, {'lat': 43.1074754, 'lng': -87.9535473}, {'lat': 34.2193599, 'lng': -119.2140775}, {'lat': 33.9908299, 'lng': -118.4704984}, {'lat': 34.2739153, 'lng': -118.4220376}, {'lat': 34.1319949, 'lng': -118.8846631}, {'lat': 34.0455701, 'lng': -118.2509263}, {'lat': 33.89861, 'lng': -118.3270404}, {'lat': 34.1440502, 'lng': -118.0513836}, {'lat': 33.7879139, 'lng': -117.8531007}, {'lat': 34.1383176, 'lng': -118.4864999}, {'lat': 34.1791726, 'lng': -118.4389023}, {'lat': 34.0527311, 'lng': -118.2474087}, {'lat': 34.1374076, 'lng': -118.1700253}, {'lat': 34.3731141, 'lng': -118.5406515}, {'lat': 34.3734545, 'lng': -118.5408795}, {'lat': 34.0836571, 'lng': -118.3193436}, {'lat': 34.3916641, 'lng': -118.542586}, {'lat': 41.8781136, 'lng': -87.6297982}, {'lat': 34.3796799, 'lng': -118.529079}, {'lat': 34.0522342, 'lng': -118.2436849}]",Comedy,Romance,
8305,tt1033575,The Descendants,US,,7.3,223464,The Descendants,The Descendants,2011,115.0,"Comedy,Drama","Nov 16, 2011","$20,000,000","$82,624,961","$175,507,800",8.77539,"[""Hanalei, Kaua'i, Hawaii, USA"", ""Kaua'i, Hawaii, USA"", ""Lihue Airport - 3901 Mokulele Loop, Lihue, Kaua'i, Hawaii, USA"", ""Honolulu, O'ahu, Hawaii, USA"", ""Kipu Ranch, Lihue, Kaua'i, Hawaii, USA"", 'USA', 'Hawaii, USA', ""St. Francis Medical Center - 2230 Liliha Street, Honolulu, O'ahu, Hawaii, USA"", ""3849 Old Pali Road, Honolulu, O'ahu, Hawaii, USA"", ""155 Dowsett Avenue, Honolulu, O'ahu, Hawaii, USA"", ""2933 Kalakaua Avenue, Honolulu, O'ahu, Hawaii, USA"", ""4328 Papu Circle, Honolulu, O'ahu, Hawaii, USA"", ""4420 Aukai Avenue, Honolulu, O'ahu, Hawaii, USA"", ""Princeville Resort Kauai - 5520 Ka Haku Road, Princeville, Kaua'i, Hawaii, USA"", ""55-190 Kamehameha Hwy, Laie, O'ahu, Hawaii, USA"", ""Waikiki, O'ahu, Hawaii, USA""]","[{'lat': 22.2033221, 'lng': -159.4977455}, {'lat': 22.0964396, 'lng': -159.5261238}, {'lat': 21.9780622, 'lng': -159.3490126}, {'lat': 21.3069444, 'lng': -157.8583333}, {'lat': 21.950525, 'lng': -159.4215815}, {'lat': 37.09024, 'lng': -95.712891}, {'lat': 19.8967662, 'lng': -155.5827818}, {'lat': 21.3295847, 'lng': -157.8527518}, {'lat': 21.3469047, 'lng': -157.8252622}, {'lat': 21.3374752, 'lng': -157.8329002}, {'lat': 21.2613844, 'lng': -157.8209775}, {'lat': 21.2583155, 'lng': -157.794082}, {'lat': 21.2622478, 'lng': -157.7897042}, {'lat': 22.2210015, 'lng': -159.4970711}, {'lat': 21.6308778, 'lng': -157.9225124}, {'lat': 21.2822932, 'lng': -157.8310083}]",Comedy,Drama,
19644,tt1945037,Begin Again,US,,7.0,57,Begin Again,Begin Again,2013,68.0,"Drama,Family","Jun 27, 2014","$8,000,000","$16,170,632","$68,838,736",8.604842,"['Salt Lake City, Utah, USA']","[{'lat': 40.7607793, 'lng': -111.8910474}]",Drama,Family,
19670,tt1980929,Begin Again,US,,7.4,129884,Begin Again,Begin Again,2013,104.0,"Comedy,Drama,Music","Jun 27, 2014","$8,000,000","$16,170,632","$68,838,736",8.604842,"['Meatpacking District, Manhattan, New York City, New York, USA', 'Washington Square Park, Greenwich Village, Manhattan, New York City, New York, USA', 'Lower East Side, Manhattan, New York City, New York, USA', 'Brooklyn, New York City, New York, USA', ""Gary's Loft - 28 W 36th St, Manhattan, New York, USA"", 'East River Bikeway, Manhattan, New York, USA', 'Broad Street Subway Station, Financial District, Manhattan, New York, USA', 'Delaney Street-Essex Street Subway Station, Lower East Side, , Manhattan, New York, USA', '14th Street-Union Square Subway Station, East 14th Street, Park Avenue & Broadway, Manhattan, New York, USA', 'Gramercy Theatre - 127 East 23rd Street, Manhattan, New York City, New York, USA', ""Schiller's Liquor Bar, 131 Rivington Street, New York City, New York, USA""]","[{'lat': 40.7409865, 'lng': -74.0076108}, {'lat': 40.7308838, 'lng': -73.997332}, {'lat': 40.715033, 'lng': -73.9842724}, {'lat': 40.6781784, 'lng': -73.9441579}, {'lat': 40.7501472, 'lng': -73.9852528}, {'lat': 40.7099616, 'lng': -73.9898305}, {'lat': 40.7070097, 'lng': -74.0107831}, {'lat': 40.7185592, 'lng': -73.9881894}, {'lat': 40.7345371, 'lng': -73.99032350000002}, {'lat': 40.7398753, 'lng': -73.9849625}, {'lat': 40.719352, 'lng': -73.986694}]",Comedy,Drama,Music
25805,tt1636826,Project X,US,,6.7,177782,Project X,Project X,2012,88.0,Comedy,"Mar 2, 2012","$12,000,000","$54,731,865","$103,028,188",8.585682333333333,"['Los Angeles, California, USA', 'Blondie Street, Columbia/Warner Bros. Ranch - 411 North Hollywood Way, Burbank, California, USA']","[{'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.1578705, 'lng': -118.3441702}]",Comedy,,
34887,tt1116184,Jackass 3D,US,,7.0,53289,Jackass 3D,Jackass 3D,2010,95.0,"Action,Comedy,Documentary","Oct 15, 2010","$20,000,000","$117,229,692","$171,685,793",8.58428965,"['Santa Clarita, California, USA']","[{'lat': 34.3916641, 'lng': -118.542586}]",Action,Comedy,Documentary
20432,tt1781922,The Coup,US,,6.8,70222,No Escape,No Escape,2015,103.0,"Action,Thriller","Aug 26, 2015","$5,000,000","$27,288,872","$42,844,516",8.5689032,"['Chiang Mai, Thailand', 'Lampang, Thailand', 'The Imperial Mae Ping Hotel, Chang Mai', 'Cambodia', 'Thailand']","[{'lat': 18.7883439, 'lng': 98.98530079999999}, {'lat': 18.2855395, 'lng': 99.5127895}, {'lat': 18.782898, 'lng': 98.99801699999999}, {'lat': 12.565679, 'lng': 104.990963}, {'lat': 15.870032, 'lng': 100.992541}]",Action,Thriller,
8707,tt1454029,The Help,US,,8.1,392699,The Help,The Help,2011,146.0,Drama,"Aug 10, 2011","$25,000,000","$169,705,587","$213,120,004",8.52480016,"['Greenwood, Mississippi, USA', 'Jackson, Mississippi, USA', 'Clarksdale, Mississippi, USA']","[{'lat': 33.5162315, 'lng': -90.1795281}, {'lat': 32.2987573, 'lng': -90.1848103}, {'lat': 34.2001086, 'lng': -90.5709323}]",Drama,,
3102,tt2294629,Frozen,US,,7.5,516998,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy","Nov 22, 2013","$150,000,000","$400,738,009","$1,272,469,910",8.483132733333333,"['Walt Disney Animation Studios - 2100 W Riverside Drive, Burbank, California, USA', 'Norway, Norge']","[{'lat': 34.1555974, 'lng': -118.3230868}, {'lat': 60.47202399999999, 'lng': 8.468945999999999}]",Adventure,Animation,Comedy
2492,tt1392170,Artemis,US,,7.2,795227,The Hunger Games,The Hunger Games,2012,142.0,"Action,Adventure,Sci-Fi","Mar 23, 2012","$80,000,000","$408,010,692","$677,923,379",8.4740422375,"['Shelby, North Carolina, USA', 'Pisgah National Forest, North Carolina, USA', 'Asheville, North Carolina, USA', 'Concord, North Carolina, USA', 'Charlotte, North Carolina, USA', 'Hildebran, North Carolina, USA', 'North Fork Reservoir, North Carolina, USA', 'Knight Theatre, Charlotte, North Carolina, USA', 'Black Mountain, North Carolina, USA', 'North Carolina, USA', 'DuPont State Forest, North Carolina, USA', 'Barnardsville, North Carolina, USA', 'Cedar Mountain, North Carolina, USA', 'USA']","[{'lat': 35.2923513, 'lng': -81.5356463}, {'lat': 35.2847473, 'lng': -82.7270293}, {'lat': 35.5950581, 'lng': -82.5514869}, {'lat': 35.4087517, 'lng': -80.579511}, {'lat': 35.2270869, 'lng': -80.8431267}, {'lat': 35.7140208, 'lng': -81.42203339999999}, {'lat': 35.6633219, 'lng': -82.34441749999999}, {'lat': 35.2248305, 'lng': -80.847842}, {'lat': 35.6178951, 'lng': -82.3212302}, {'lat': 35.7595731, 'lng': -79.01929969999999}, {'lat': 35.18997969999999, 'lng': -82.60345269999999}, {'lat': 35.7776007, 'lng': -82.4548124}, {'lat': 35.1434499, 'lng': -82.6429035}, {'lat': 37.09024, 'lng': -95.712891}]",Action,Adventure,Sci-Fi
41984,tt3470600,Sing,US,,7.1,115951,Sing,Sing,2016,108.0,"Animation,Comedy,Family","Dec 21, 2016","$75,000,000","$270,329,045","$634,454,789",8.459397186666667,"['Illumination Entertainment - 1805 Colorado Avenue, Santa Monica, California, USA']","[{'lat': 34.0271219, 'lng': -118.4758485}]",Animation,Comedy,Family
27658,tt3316960,Still Alice,US,,7.5,116832,Still Alice,Still Alice,2014,101.0,Drama,"Jan 16, 2015","$5,000,000","$18,656,400","$41,699,612",8.3399224,"['Lido Beach, New York, USA', 'Dobbs Ferry, New York, USA', 'New York City, New York, USA', 'Bronx, New York City, New York, USA', 'Columbia University - Broadway & 116th Street, Manhattan, New York City, New York, USA', '431 West 162nd Street, Manhattan, New York City, New York, USA']","[{'lat': 40.5889926, 'lng': -73.6254072}, {'lat': 41.0145418, 'lng': -73.87263500000002}, {'lat': 40.7127753, 'lng': -74.0059728}, {'lat': 40.8447819, 'lng': -73.8648268}, {'lat': 40.8063886, 'lng': -73.9643289}, {'lat': 40.83544, 'lng': -73.93834799999999}]",Drama,,
36552,tt2980516,The Theory of Everything,US,,7.7,361534,The Theory of Everything,The Theory of Everything,2014,123.0,"Biography,Drama,Romance","Nov 7, 2014","$15,000,000","$35,893,537","$123,327,692",8.221846133333333,"['Cambridge, Cambridgeshire, England, UK', 'Dunsfold Park Aerodrome, Dunsfold Park, Dunsfold, Surrey, England, UK', 'Camber Sands, Camber, East Sussex, England, UK', 'Swinley Forest, Bracknell, Berkshire, England, UK', 'Harrow School, Harrow, Middlesex, England, UK', 'Pinner, Middlesex, England, UK', 'UK', ""St. John's College, Cambridge University, Cambridge, Cambridgeshire, England, UK"", '14 Kidderpore Avenue, Hampstead, London, England, UK', 'Horsted Keynes station, Bluebell Railway, West Sussex, England, UK', 'Royal Standard of England pub, Forty Green, Buckinghamshire, England, UK', 'Penn, Buckinghamshire, England, UK', 'Church Lane, Pinner, Middlesex, England, UK', 'Royal Opera House, Bow Street, Covent Garden, London, England, UK', ""Lancaster House, The Mall, St. James's, London, England, UK"", 'Hampton Court Palace, East Molesey, Surrey, England, UK', 'Ealing Studios, London, England, UK']","[{'lat': 52.205337, 'lng': 0.121817}, {'lat': 51.1194484, 'lng': -0.53061}, {'lat': 50.9327242, 'lng': 0.7960442999999999}, {'lat': 51.3864831, 'lng': -0.7397096999999999}, {'lat': 51.5725237, 'lng': -0.3334223000000001}, {'lat': 51.595172, 'lng': -0.378002}, {'lat': 55.378051, 'lng': -3.435973}, {'lat': 52.2087167, 'lng': 0.114865}, {'lat': 51.5582128, 'lng': -0.1946691}, {'lat': 50.9955329, 'lng': -0.0008927999999999999}, {'lat': 51.6186778, 'lng': -0.6686586}, {'lat': 51.6341088, 'lng': -0.6701889999999999}, {'lat': 51.59350790000001, 'lng': -0.3773117}, {'lat': 51.5129211, 'lng': -0.1221976}, {'lat': 51.5037763, 'lng': -0.1391568}, {'lat': 51.4036128, 'lng': -0.3377623}, {'lat': 51.5085975, 'lng': -0.3057851}]",Biography,Drama,Romance
29677,tt1399683,Winter's Bone,US,,7.2,127751,Winter's Bone,Winter's Bone,2010,100.0,"Drama,Mystery","Jun 11, 2010","$2,000,000","$6,531,503","$16,131,551",8.0657755,"['Forsyth, Missouri, USA', 'Christian County, Missouri, USA', 'Taney County, Missouri, USA', 'Branson, Missouri, USA']","[{'lat': 36.6850612, 'lng': -93.1199012}, {'lat': 36.99764400000001, 'lng': -93.17796589999999}, {'lat': 36.6576378, 'lng': -93.0175712}, {'lat': 36.6436731, 'lng': -93.21851439999999}]",Drama,Mystery,
11381,tt1655442,Beauty Spot,US,,7.9,217184,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance","Nov 25, 2011","$16,000,000","$44,667,095","$128,256,712",8.0160445,"['Bradbury Building - 304 S. Broadway, Downtown, Los Angeles, California, USA', 'Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA', 'Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA', 'Fremont Mansion - 56 Fremont Place, Los Angeles, California, USA', 'Hancock Park, Los Angeles, California, USA', 'Million Dollar Theatre - 307 S. Broadway, Downtown, Los Angeles, California, USA', 'Pasadena, California, USA', '104 Fremont Place, Los Angeles, California, USA', 'Los Angeles, California, USA', 'Red Studios, 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA', 'The Cicada Restaurant and Club - 617 S Olive St, Los Angeles, California, USA', 'The Ebell of Los Angeles - 743 S Lucerne Blvd, Los Angeles, California, USA', 'Orpheum Theater - 842 South Broadway, Downtown, Los Angeles, California, USA', 'Oakwood Avenue, Los Angeles, California, USA', 'Los Angeles Theatre - 615 S. Broadway, Downtown, Los Angeles, California, USA', 'June Street, Los Angeles, California, USA', 'Hudson Avenue, Los Angeles, California, USA', '104 Fremont Place, Los Angeles, California, USA', 'Eagle Rock Substation, 7888 N. Figueroa Street, Los Angeles, California, USA', 'American Film Institute, 2021 North Western Avenue, Los Angeles, California, USA']","[{'lat': 34.050604, 'lng': -118.2478573}, {'lat': 34.0836571, 'lng': -118.3193436}, {'lat': 34.149365, 'lng': -118.337742}, {'lat': 34.0602774, 'lng': -118.325877}, {'lat': 34.0723327, 'lng': -118.3286614}, {'lat': 34.050838, 'lng': -118.2483286}, {'lat': 34.1477849, 'lng': -118.1445155}, {'lat': 34.060063, 'lng': -118.3279105}, {'lat': 34.0522342, 'lng': -118.2436849}, {'lat': 34.0861345, 'lng': -118.3282368}, {'lat': 34.0477241, 'lng': -118.2547008}, {'lat': 34.0612048, 'lng': -118.3248513}, {'lat': 34.0425, 'lng': -118.2555556}, {'lat': 34.078906, 'lng': -118.3330481}, {'lat': 34.046444, 'lng': -118.2526466}, {'lat': 34.0852959, 'lng': -118.3341945}, {'lat': 34.0608516, 'lng': -118.3337444}, {'lat': 34.060063, 'lng': -118.3279105}, {'lat': 34.1498032, 'lng': -118.1834831}, {'lat': 34.1075984, 'lng': -118.3099625}]",Comedy,Drama,Romance
